PeakID	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
14549	chr19	33908199	33908329	+	0	NA	intron (NM_001166056, intron 7 of 12)	-intron (NM_000285, intron 9 of 14)	42834	NM_001252296	CEBPG	NM_001252296			CEBPG			
30323	chr9	133534811	133534909	+	0	NA	Intergenic	Intergenic	-5121	NM_021619	PRDM12	NM_021619			PRDM12			
7980	chr14	105101645	105101692	+	0	NA	Intergenic	Intergenic	-30571	NM_207379	TMEM179	NM_207379			TMEM179			
5431	chr11	72533334	72533407	+	0	NA	intron (NM_033388, intron 5 of 17)	-intron (NM_033388, intron 5 of 17)	7919	NM_033388	ATG16L2	NM_033388			ATG16L2			
17731	chr2	7237111	7237180	+	0	NA	Intergenic	Intergenic	-178332	NR_033997	LOC386597	NR_033997			LOC386597			
2600	chr10	102077560	102077637	+	0	NA	intron (NM_016112, intron 2 of 15)	-intron (NM_001253837, intron 2 of 15)	12645	NM_001253837	PKD2L1	NM_001253837			PKD2L1			
26820	chr7	1239821	1239907	+	0	NA	Intergenic	Intergenic	-32790	NM_001080461	UNCX	NM_001080461			UNCX			
13934	chr19	13995730	13995823	+	0	NA	intron (NM_024323, intron 7 of 7)	-intron (NM_024323, intron 7 of 7)	7713	NM_001098622	NANOS3	NM_001098622			NANOS3			
21565	chr3	42306460	42306579	+	0	NA	intron (NM_000729, intron 2 of 4)	-intron (NM_000729, intron 2 of 4)	-1080	NM_001174138	CCK	NM_000729			CCK			
18517	chr20	56099999	56100066	+	0	NA	intron (NM_080618, intron 1 of 10)	-intron (NM_080618, intron 1 of 10)	122	NM_080618	CTCFL	NM_080618			CTCFL			
3543	chr10	49395341	49395450	+	0	NA	intron (NM_001018071, intron 16 of 28)	-intron (NM_001018071, intron 16 of 28)	-12155	NR_033178	FRMPD2	NM_001018071			FRMPD2			
1572	chr1	247407470	247407536	+	0	NA	Intergenic	Intergenic	-11871	NM_173858	VN1R5	NM_173858			VN1R5			
14441	chr19	30339564	30339625	+	0	NA	Intergenic	Intergenic	36693	NM_001238	CCNE1	NM_001238			CCNE1			
13772	chr19	10404838	10404923	+	0	NA	exon (NM_003259, exon 8 of 11)	-exon (NM_003259, exon 8 of 11)	4225	NM_003259	ICAM5	NM_003259			ICAM5			
4663	chr11	2580645	2580747	+	0	NA	intron (NR_040711, intron 2 of 15)	-intron (NM_000218, intron 2 of 15)	98030	NR_040711	KCNQ1	NM_000218			KCNQ1			
19770	chr22	25960139	25960265	+	0	NA	promoter-TSS (NM_005160)	-promoter-TSS (NM_005160)	-659	NM_005160	ADRBK2	NM_005160			ADRBK2			
25027	chr5	83830934	83831072	+	0	NA	Intergenic	Intergenic	-150392	NM_005711	EDIL3	NM_005711			EDIL3			
28705	chr8	135963518	135963581	+	0	NA	Intergenic	Intergenic	-146361	NR_029599	MIR30D	NR_029599			MIR30D			
6690	chr12	54984580	54984686	+	0	NA	Intergenic	Intergenic	-2190	NM_006741	PPP1R1A	NM_006741			PPP1R1A			
16557	chr2	169581732	169581825	+	0	NA	intron (NM_203463, intron 8 of 9)	-intron (NM_001256126, intron 8 of 10)	61161	NR_045787	LOC100861402	NR_045786			LOC100861402			
13532	chr18	6972917	6972984	+	0	NA	intron (NM_005559, intron 47 of 62)	-intron (NM_005559, intron 47 of 62)	-43082	NR_034100	LOC400643	NR_034100			LOC400643			
29187	chr8	1910457	1910628	+	0	NA	Intergenic	Intergenic	-11502	NM_014867	KBTBD11	NM_014867			KBTBD11			
9645	chr16	1262762	1262858	+	0	NA	intron (NM_021098, intron 26 of 34)	-intron (NM_001005407, intron 25 of 33)	12444	NM_012467	TPSG1	NM_012467			TPSG1			
11662	chr17	34125715	34125762	+	0	NA	Intergenic	Intergenic	-3098	NM_001032278	MMP28	NM_001032278			MMP28			
28136	chr7	71800979	71801053	+	0	NA	intron (NM_031468, intron 2 of 6)	-intron (NM_001017440, intron 1 of 5)	1192	NM_001017440	CALN1	NM_001017440			CALN1			
14668	chr19	36399040	36399135	+	0	NA	exon (NM_001173514, exon 1 of 4)	-exon (NM_001173514, exon 1 of 4)	124	NM_198125	TYROBP	NM_001173515			TYROBP			
409	chr1	152160872	152161005	+	0	NA	Intergenic	Intergenic	-29234	NM_001122965	RPTN	NM_001122965			RPTN			
30306	chr9	133237478	133237573	+	0	NA	Intergenic	Intergenic	-82569	NM_000050	ASS1	NM_000050			ASS1			
21828	chr3	66456156	66456196	+	0	NA	intron (NM_015541, intron 8 of 18)	-intron (NM_015541, intron 8 of 18)	94669	NM_015541	LRIG1	NM_015541			LRIG1			
4470	chr11	16790715	16790848	+	0	NA	Intergenic	Intergenic	30633	NM_014267	C11orf58	NM_014267			C11orf58			
31893	chrX	17340984	17341058	+	0	NA	Intergenic	Intergenic	-52522	NM_198270	NHS	NM_001136024			NHS			
21606	chr3	46709762	46709826	+	0	NA	TTS (NM_001190707)	-TTS (NM_001190707)	9105	NM_182775	ALS2CL	NM_182775			ALS2CL			
27888	chr7	4839180	4839236	+	0	NA	intron (NM_018059, intron 14 of 14)	-intron (NM_018059, intron 14 of 14)	-10938	NR_039800	MIR4656	NR_039800			MIR4656			
11688	chr17	35421615	35421721	+	0	NA	Intergenic	Intergenic	30626	NR_036056	MIR2909	NR_036056			MIR2909			
13610	chr18	74710376	74710444	+	0	NA	intron (NM_001025101, intron 4 of 8)	-intron (NM_001025081, intron 2 of 6)	18645	NM_002385	MBP	NM_001025081			MBP			
30636	chr9	138567642	138567741	+	0	NA	Intergenic	Intergenic	12523	NM_001001676	LCN9	NM_001001676			LCN9			
3250	chr10	14578471	14578559	+	0	NA	intron (NM_031453, intron 2 of 4)	-intron (NM_031453, intron 2 of 4)	99940	NR_031668	MIR1265	NR_031668			MIR1265			
11860	chr17	41937848	41937942	+	0	NA	intron (NM_145273, intron 6 of 6)	-intron (NM_145273, intron 6 of 6)	13379	NM_001168323	CD300LG	NM_001168322			CD300LG			
28977	chr8	144212812	144212929	+	0	NA	Intergenic	Intergenic	28587	NM_002347	LY6H	NM_002347			LY6H			
30722	chr9	139255590	139255698	+	0	NA	TTS (NM_001080849)	-TTS (NM_001080849)	2597	NM_001080849	DNLZ	NM_001080849			DNLZ			
15634	chr19	58414052	58414188	+	0	NA	Intergenic	Intergenic	-13678	NM_001144989	ZNF814	NM_001144989			ZNF814			
21226	chr3	180624651	180624778	+	0	NA	Intergenic	Intergenic	-5520	NM_001013439	FXR1	NM_001013439			FXR1			
28638	chr8	125729808	125729905	+	0	NA	intron (NM_014751, intron 1 of 13)	-intron (NM_014751, intron 1 of 13)	10874	NM_014751	MTSS1	NM_014751			MTSS1			
18568	chr20	58142495	58142650	+	0	NA	Intergenic	Intergenic	-9992	NM_001199505	PHACTR3	NM_183246			PHACTR3			
5401	chr11	71213199	71213294	+	0	NA	TTS (NM_018161)	-TTS (NM_018161)	-25067	NM_001012503	KRTAP5-7	NM_001012503			KRTAP5-7			
31710	chrX	136656248	136656399	+	0	NA	Intergenic	Intergenic	7977	NM_003413	ZIC3	NM_003413			ZIC3			
21042	chr3	154943314	154943426	+	0	NA	Intergenic	Intergenic	68119	NR_037902	LOC100507537	NR_037902			LOC100507537			
18194	chr20	35176209	35176261	+	0	NA	intron (NM_181526, intron 2 of 2)	-intron (NM_006097, intron 2 of 3)	6348	NM_181526	MYL9	NM_181526			MYL9			
8513	chr14	92024100	92024138	+	0	NA	Intergenic	Intergenic	-47475	NM_032560	SMEK1	NM_032560			SMEK1			
20364	chr22	49141193	49141247	+	0	NA	intron (NM_015381, intron 3 of 3)	-intron (NM_001082967, intron 3 of 3)	-34887	NR_039761	MIR4535	NR_039761			MIR4535			
28332	chr7	961748	961835	+	0	NA	intron (NM_006869, intron 3 of 10)	-intron (NM_006869, intron 3 of 10)	32498	NM_006869	ADAP1	NM_006869			ADAP1			
10686	chr16	8164945	8165023	+	0	NA	Intergenic	Intergenic	457242	NM_001146336	TMEM114	NM_001146336			TMEM114			
3322	chr10	25073125	25073163	+	0	NA	Intergenic	Intergenic	-60547	NM_020824	ARHGAP21	NM_020824			ARHGAP21			
21426	chr3	2141015	2141098	+	0	NA	intron (NM_175607, intron 1 of 24)	-intron (NM_175607, intron 1 of 24)	506	NM_175607	CNTN4	NM_001206955			CNTN4			
23234	chr4	7742835	7742936	+	0	NA	exon (NM_020777, exon 27 of 27)	-exon (NM_020777, exon 27 of 27)	-12932	NR_026892	AFAP1-AS1	NR_026892			AFAP1-AS1			
11148	chr16	89117327	89117417	+	0	NA	Intergenic	Intergenic	-42845	NM_174917	ACSF3	NM_001243279			ACSF3			
15099	chr19	45851960	45852131	+	0	NA	intron (NM_177417, intron 6 of 12)	-intron (NM_177417, intron 6 of 12)	8047	NM_177417	KLC3	NM_177417			KLC3			
3097	chr10	134613047	134613085	+	0	NA	Intergenic	Intergenic	-13529	NM_177400	NKX6-2	NM_177400			NKX6-2			
10317	chr16	5106032	5106073	+	0	NA	intron (NM_152459, intron 5 of 7)	-intron (NM_001098514, intron 5 of 7)	10094	NM_001098514	C16orf89	NM_152459			C16orf89			
25036	chr5	84126372	84126491	+	0	NA	Intergenic	Intergenic	-445820	NM_005711	EDIL3	NM_005711			EDIL3			
29794	chr8	87352000	87352080	+	0	NA	Intergenic	Intergenic	-2954	NM_007013	WWP1	NM_007013			WWP1			
13313	chr18	18712628	18712739	+	0	NA	Intergenic	Intergenic	-20871	NM_005406	ROCK1	NM_005406			ROCK1			
22913	chr4	40808070	40808171	+	0	NA	intron (NM_024677, intron 10 of 11)	-intron (NM_024677, intron 10 of 11)	51052	NM_001166051	APBB2	NM_001166052			APBB2			
12393	chr17	71510346	71510411	+	0	NA	intron (NM_001144952, intron 1 of 44)	-intron (NM_001144952, intron 1 of 44)	129849	NM_001144952	SDK2	NM_001144952			SDK2			
28274	chr7	87070150	87070216	+	0	NA	intron (NM_018850, intron 12 of 26)	-intron (NM_000443, intron 12 of 27)	34836	NM_018849	ABCB4	NM_018850			ABCB4			
6490	chr12	43618095	43618182	+	0	NA	Intergenic	Intergenic	327586	NM_025003	ADAMTS20	NM_025003			ADAMTS20			
14600	chr19	35571576	35571669	+	0	NA	intron (NR_024561, intron 2 of 3)	-intron (NR_024561, intron 2 of 3)	25553	NR_024561	LOC100128675	NR_024562			LOC100128675			
15254	chr19	49244068	49244125	+	0	NA	promoter-TSS (NM_017805)	-promoter-TSS (NM_017805)	-126	NM_017805	RASIP1	NM_017805			RASIP1			
12473	chr17	72712935	72712993	+	0	NA	intron (NM_175738, intron 1 of 8)	-intron (NM_175738, intron 1 of 8)	-3856	NM_139018	CD300LF	NM_139018			CD300LF			
23075	chr4	622127	622204	+	0	NA	intron (NM_001145291, intron 1 of 21)	-intron (NM_000283, intron 1 of 21)	2802	NM_001145291	PDE6B	NM_001145292			PDE6B			
19398	chr21	46489325	46489483	+	0	NA	Intergenic	Intergenic	3722	NR_027292	SSR4P1	NR_027292			SSR4P1			
25631	chr6	164083376	164083529	+	0	NA	Intergenic	Intergenic	247777	NM_206855	QKI	NM_206853			QKI			
8912	chr15	45440444	45440539	+	0	NA	exon (NM_017434, exon 22 of 35)	-exon (NM_017434, exon 22 of 35)	18299	NM_017434	DUOX1	NM_017434			DUOX1			
31188	chr9	71319728	71319855	+	0	NA	promoter-TSS (NM_003558)	-promoter-TSS (NM_003558)	-825	NM_003558	PIP5K1B	NM_003558			PIP5K1B			
20120	chr22	42779909	42780079	+	0	NA	exon (NM_145912, exon 6 of 6)	-exon (NM_145912, exon 6 of 6)	48407	NM_145912	NFAM1	NM_145912			NFAM1			
19657	chr22	21575969	21576102	+	0	NA	Intergenic	Intergenic	-60679	NR_024583	POM121L8P	NR_024583			POM121L8P			
29172	chr8	17513894	17513960	+	0	NA	intron (NM_020749, intron 3 of 9)	-intron (NM_001001924, intron 8 of 14)	41319	NM_020749	MTUS1	NM_020749			MTUS1			
21702	chr3	50604907	50604957	+	0	NA	exon (NM_001171740, exon 1 of 5)	-exon (NM_001171740, exon 1 of 5)	291	NM_016210	C3orf18	NM_001171740			C3orf18			
25140	chr6	100216958	100217089	+	0	NA	Intergenic	Intergenic	162373	NM_021620	PRDM13	NM_021620			PRDM13			
20119	chr22	42772288	42772372	+	0	NA	Intergenic	Intergenic	56071	NM_145912	NFAM1	NM_145912			NFAM1			
4116	chr11	116603138	116603180	+	0	NA	Intergenic	Intergenic	40555	NM_001159736	BUD13	NM_032725			BUD13			
20717	chr3	126741184	126741286	+	0	NA	intron (NM_032242, intron 21 of 30)	-intron (NM_032242, intron 21 of 30)	33798	NM_032242	PLXNA1	NM_032242			PLXNA1			
30312	chr9	133319872	133319918	+	0	NA	promoter-TSS (NM_000050)	-promoter-TSS (NM_000050)	-199	NM_000050	ASS1	NM_000050			ASS1			
8381	chr14	74723677	74723807	+	0	NA	intron (NM_182894, intron 3 of 4)	-intron (NM_182894, intron 3 of 4)	17567	NM_182894	VSX2	NM_182894			VSX2			
23853	chr5	140797200	140797279	+	0	NA	promoter-TSS (NM_018927)	-promoter-TSS (NM_018927)	-21	NM_018927	PCDHGB7	NM_018927			PCDHGB7			
26496	chr6	71337768	71337807	+	0	NA	Intergenic	Intergenic	-39692	NM_001044305	SMAP1	NM_021940			SMAP1			
31208	chr9	74764716	74764848	+	0	NA	intron (NM_004293, intron 1 of 13)	-intron (NM_001242505, intron 1 of 15)	515	NM_004293	GDA	NM_004293			GDA			
30803	chr9	139735410	139735580	+	0	NA	exon (NM_001173988, exon 15 of 15)	-exon (NM_001173988, exon 15 of 15)	-3372	NM_001080482	C9orf172	NM_001080482			C9orf172			
23892	chr5	144438343	144438409	+	0	NA	Intergenic	Intergenic	776491	NM_205846	PRELID2	NM_138492			PRELID2			
3917	chr10	91249190	91249255	+	0	NA	intron (NM_213606, intron 2 of 7)	-intron (NM_213606, intron 2 of 7)	46091	NM_213606	SLC16A12	NM_213606			SLC16A12			
17115	chr2	240099815	240099907	+	0	NA	intron (NM_006037, intron 4 of 26)	-intron (NM_006037, intron 4 of 26)	17292	NR_026664	MGC16025	NR_026664			MGC16025			
30265	chr9	132083305	132083434	+	0	NA	promoter-TSS (NM_001012715)	-promoter-TSS (NM_001012715)	74	NM_001012715	C9orf106	NM_001012715			C9orf106			
19891	chr22	32533791	32533857	+	0	NA	Intergenic	Intergenic	15860	NR_040114	AP1B1P1	NR_040114			AP1B1P1			
17926	chr2	97626133	97626202	+	0	NA	exon (NM_001122646, exon 6 of 17)	-exon (NM_001122646, exon 6 of 17)	26134	NM_001122646	FAM178B	NM_016490			FAM178B			
10982	chr16	88143851	88143972	+	0	NA	Intergenic	Intergenic	140287	NM_001173543	BANP	NM_079837			BANP			
29453	chr8	42075531	42075591	+	0	NA	Intergenic	Intergenic	-10367	NM_033011	PLAT	NM_000930			PLAT			
12845	chr17	7814543	7814647	+	0	NA	intron (NM_005852, intron 38 of 38)	-intron (NM_001005271, intron 39 of 39)	4670	NR_024349	LOC284023	NR_024349			LOC284023			
32165	chrX	624647	624792	+	0	NA	Intergenic	Intergenic	39640	NM_000451	SHOX	NM_006883			SHOX			
4848	chr11	44714207	44714288	+	0	NA	Intergenic	Intergenic	-71729	NM_130783	TSPAN18	NM_130783			TSPAN18			
30095	chr9	124862348	124862413	+	0	NA	Intergenic	Intergenic	-6495	NM_194252	TTLL11	NM_001139442			TTLL11			
28620	chr8	124253907	124254040	+	0	NA	promoter-TSS (NM_032847)	-promoter-TSS (NM_032847)	-335	NM_032847	C8orf76	NM_032847			C8orf76			
22274	chr4	145568120	145568181	+	0	NA	promoter-TSS (NR_037595)	-promoter-TSS (NR_037595)	-979	NR_037595	LOC646576	NR_037595			LOC646576			
20101	chr22	42310730	42310769	+	0	NA	promoter-TSS (NM_001207020)	-promoter-TSS (NM_001207020)	-78	NM_001207020	SHISA8	NM_001207020			SHISA8			
3279	chr10	18999509	18999561	+	0	NA	Intergenic	Intergenic	51222	NM_178815	ARL5B	NM_178815			ARL5B			
25505	chr6	15512047	15512142	+	0	NA	intron (NM_004973, intron 13 of 17)	-intron (NM_004973, intron 13 of 17)	151195	NM_183040	DTNBP1	NM_183040			DTNBP1			
2390	chr1	72383318	72383386	+	0	NA	intron (NM_173808, intron 2 of 6)	-intron (NM_173808, intron 2 of 6)	-80657	NR_046218	NEGR1-IT1	NR_046218			NEGR1-IT1			
4138	chr11	117666641	117666760	+	0	NA	intron (NM_020693, intron 1 of 32)	-intron (NM_020693, intron 1 of 32)	1276	NM_020693	DSCAML1	NM_020693			DSCAML1			
15918	chr19	9394413	9394452	+	0	NA	Intergenic	Intergenic	21363	NM_198535	ZNF699	NM_198535			ZNF699			
10549	chr16	70230199	70230244	+	0	NA	Intergenic	Intergenic	22293	NM_173619	CLEC18C	NM_173619			CLEC18C			
21571	chr3	42750446	42750550	+	0	NA	exon (NM_144719, exon 16 of 16)	-exon (NM_144719, exon 16 of 16)	-6179	NM_020707	HHATL	NR_027753			HHATL			
10738	chr16	84316044	84316114	+	0	NA	Intergenic	Intergenic	-12322	NM_021197	WFDC1	NM_021197			WFDC1			
10927	chr16	87540957	87541045	+	0	NA	Intergenic	Intergenic	-15541	NM_015144	ZCCHC14	NM_015144			ZCCHC14			
23212	chr4	75982662	75982749	+	0	NA	Intergenic	Intergenic	124420	NM_015393	PARM1	NM_015393			PARM1			
7645	chr13	79176099	79176157	+	0	NA	exon (NM_006237, exon 2 of 2)	-exon (NM_006237, exon 2 of 2)	1567	NM_006237	POU4F1	NM_006237			POU4F1			
29921	chr9	100615326	100615411	+	0	NA	promoter-TSS (NM_004473)	-promoter-TSS (NM_004473)	-169	NM_004473	FOXE1	NM_004473			FOXE1			
28833	chr8	142607115	142607222	+	0	NA	Intergenic	Intergenic	-89838	NM_207414	FLJ43860	NM_207414			FLJ43860			
21362	chr3	195516027	195516080	+	0	NA	exon (NM_018406, exon 2 of 25)	-exon (NM_018406, exon 2 of 25)	22791	NM_004532	MUC4	NM_004532			MUC4			
4411	chr11	1444794	1444917	+	0	NA	intron (NM_001256630, intron 1 of 19)	-intron (NM_001256627, intron 1 of 19)	12473	NM_001256630	BRSK2	NM_001256630			BRSK2			
271	chr1	12113530	12113639	+	0	NA	Intergenic	Intergenic	-9850	NM_001243	TNFRSF8	NM_001243			TNFRSF8			
21968	chr3	95465636	95465702	+	0	NA	Intergenic	Intergenic	808562	NR_015400	LOC255025	NR_015400			LOC255025			
7375	chr13	26648398	26648514	+	0	NA	Intergenic	Intergenic	-23258	NM_001007538	SHISA2	NM_001007538			SHISA2			
27256	chr7	155263848	155263964	+	0	NA	Intergenic	Intergenic	13082	NM_001427	EN2	NM_001427			EN2			
28871	chr8	143351360	143351472	+	0	NA	intron (NM_145003, intron 12 of 13)	-intron (NM_145003, intron 12 of 13)	71699	NR_024378	LINC00051	NR_024378			LINC00051			
30881	chr9	140165674	140165792	+	0	NA	intron (NM_015456, intron 10 of 12)	-intron (NM_015456, intron 10 of 12)	-6547	NM_017723	C9orf167	NM_017723			C9orf167			
21946	chr3	8810875	8810956	+	0	NA	intron (NM_000916, intron 1 of 3)	-intron (NM_000916, intron 1 of 3)	385	NM_000916	OXTR	NM_000916			OXTR			
20433	chr22	50497086	50497176	+	0	NA	TTS (NM_015166)	-TTS (NM_015166)	26650	NM_139202	MLC1	NM_139202			MLC1			
26857	chr7	128030464	128030565	+	0	NA	Intergenic	Intergenic	15510	NM_001142573	IMPDH1	NM_001142573			IMPDH1			
2032	chr1	40138258	40138343	+	0	NA	promoter-TSS (NM_032526)	-promoter-TSS (NM_032526)	-590	NM_032526	NT5C1A	NM_032526			NT5C1A			
2252	chr1	60280029	60280136	+	0	NA	promoter-TSS (NM_015888)	-promoter-TSS (NM_015888)	-451	NM_015888	HOOK1	NM_015888			HOOK1			
30440	chr9	135898786	135898877	+	0	NA	Intergenic	Intergenic	-7231	NM_001122823	GTF3C5	NM_012087			GTF3C5			
24974	chr5	75576514	75576564	+	0	NA	intron (NM_014979, intron 4 of 12)	-intron (NM_014979, intron 4 of 12)	-122610	NM_006633	IQGAP2	NM_006633			IQGAP2			
15044	chr19	4513405	4513472	+	0	NA	exon (NM_001080400, exon 3 of 6)	-exon (NM_001080400, exon 3 of 6)	4278	NM_001080400	PLIN4	NM_001080400			PLIN4			
27070	chr7	145057993	145058049	+	0	NA	Intergenic	Intergenic	-524875	NM_022445	TPK1	NM_022445			TPK1			
16603	chr2	176945796	176945892	+	0	NA	intron (NM_001080458, intron 2 of 2)	-intron (NM_001080458, intron 2 of 2)	2846	NM_001080458	EVX2	NM_001080458			EVX2			
2145	chr1	48232983	48233024	+	0	NA	intron (NM_001194986, intron 6 of 6)	-intron (NM_001194986, intron 6 of 6)	229559	NM_001194986	LOC388630	NM_001194986			LOC388630			
2935	chr10	13077953	13078027	+	0	NA	Intergenic	Intergenic	-34286	NM_031455	CCDC3	NM_031455			CCDC3			
30389	chr9	135045117	135045234	+	0	NA	intron (NM_032536, intron 2 of 7)	-intron (NM_032536, intron 2 of 7)	7841	NM_032536	NTNG2	NM_032536			NTNG2			
8470	chr14	84979524	84979612	+	0	NA	Intergenic	Intergenic	-1016920	NM_013231	FLRT2	NM_013231			FLRT2			
17411	chr2	29545794	29545905	+	0	NA	intron (NM_004304, intron 6 of 28)	-intron (NM_004304, intron 6 of 28)	207541	NM_024692	CLIP4	NM_024692			CLIP4			
6199	chr12	132976268	132976324	+	0	NA	Intergenic	Intergenic	-70391	NM_001122636	GALNT9	NM_001122636			GALNT9			
3491	chr10	45082818	45082886	+	0	NA	Intergenic	Intergenic	-202307	NM_001033886	CXCL12	NM_199168			CXCL12			
23562	chr5	1181498	1181640	+	0	NA	Intergenic	Intergenic	-20141	NM_001003841	SLC6A19	NM_001003841			SLC6A19			
27329	chr7	156848800	156848950	+	0	NA	Intergenic	Intergenic	45324	NR_038835	LOC645249	NR_038835			LOC645249			
14147	chr19	18077526	18077679	+	0	NA	intron (NM_002248, intron 2 of 10)	-intron (NM_002248, intron 2 of 10)	15491	NM_002248	KCNN1	NM_002248			KCNN1			
28971	chr8	144105876	144106035	+	0	NA	Intergenic	Intergenic	6053	NM_001127213	LY6E	NM_001127213			LY6E			
24671	chr5	3596100	3596149	+	0	NA	promoter-TSS (NM_024337)	-promoter-TSS (NM_024337)	-44	NM_024337	IRX1	NM_024337			IRX1			
21880	chr3	75653553	75653655	+	0	NA	Intergenic	Intergenic	-26310	NR_031714	MIR1324	NR_031714			MIR1324			
14438	chr19	30285841	30285907	+	0	NA	Intergenic	Intergenic	-17027	NM_001238	CCNE1	NM_001238			CCNE1			
18564	chr20	579906	580074	+	0	NA	Intergenic	Intergenic	10920	NM_004609	TCF15	NM_004609			TCF15			
22320	chr4	153941384	153941479	+	0	NA	Intergenic	Intergenic	77296	NM_033393	FHDC1	NM_033393			FHDC1			
14693	chr19	36757591	36757692	+	0	NA	Intergenic	Intergenic	-44604	NR_029389	LOC100134317	NR_029389			LOC100134317			
16110	chr2	11685236	11685303	+	0	NA	intron (NM_033090, intron 1 of 10)	-intron (NM_014668, intron 1 of 32)	2418	NM_033090	GREB1	NM_148903			GREB1			
8967	chr15	56109713	56109845	+	0	NA	Intergenic	Intergenic	-74602	NM_173814	PRTG	NM_173814			PRTG			
9793	chr16	19885851	19885970	+	0	NA	intron (NM_016235, intron 1 of 3)	-intron (NM_016235, intron 1 of 3)	10241	NM_016235	GPRC5B	NM_016235			GPRC5B			
20538	chr3	108715580	108715712	+	0	NA	intron (NM_014429, intron 21 of 27)	-intron (NM_014429, intron 21 of 27)	-42969	NM_005459	GUCA1C	NM_005459			GUCA1C			
12359	chr17	7034337	7034382	+	0	NA	Intergenic	Intergenic	-16229	NM_001181	ASGR2	NM_001181			ASGR2			
2912	chr10	129534854	129535018	+	0	NA	promoter-TSS (NM_207426)	-promoter-TSS (NM_207426)	-602	NM_207426	FOXI2	NM_207426			FOXI2			
528	chr1	158098550	158098685	+	0	NA	Intergenic	Intergenic	11813	NR_033946	LOC646268	NR_033946			LOC646268			
2708	chr10	114084141	114084253	+	0	NA	exon (NR_028134, exon 12 of 19)	-exon (NR_028134, exon 12 of 19)	32156	NR_028134	GUCY2GP	NR_028134			GUCY2GP			
2450	chr1	82268592	82268665	+	0	NA	intron (NM_012302, intron 1 of 19)	-intron (NM_012302, intron 1 of 19)	2546	NM_012302	LPHN2	NM_012302			LPHN2			
18677	chr20	61049814	61049919	+	0	NA	intron (NM_080473, intron 2 of 6)	-intron (NM_080473, intron 2 of 6)	1160	NM_080473	GATA5	NM_080473			GATA5			
5527	chr11	8170597	8170663	+	0	NA	intron (NM_024557, intron 1 of 5)	-intron (NM_001135109, intron 1 of 1)	19960	NM_001206671	RIC3	NM_001135109			RIC3			
22666	chr4	190037864	190037937	+	0	NA	Intergenic	Intergenic	-356399	NR_036692	HSP90AA4P	NR_036692			HSP90AA4P			
27701	chr7	35350275	35350341	+	0	NA	Intergenic	Intergenic	-3158	NR_038864	LOC401324	NR_038864			LOC401324			
25055	chr5	861698	861834	+	0	NA	Intergenic	Intergenic	-10665	NM_024786	ZDHHC11	NM_024786			ZDHHC11			
8383	chr14	74796570	74796667	+	0	NA	Intergenic	Intergenic	-18548	NM_018228	VRTN	NM_018228			VRTN			
18296	chr20	42907771	42907829	+	0	NA	exon (NM_001256737, exon 6 of 6)	-exon (NM_001256737, exon 6 of 6)	31902	NM_001256739	GDAP1L1	NM_001256738			GDAP1L1			
23702	chr5	132858848	132858986	+	0	NA	intron (NM_015082, intron 3 of 15)	-intron (NM_015082, intron 3 of 15)	89306	NM_015082	FSTL4	NM_015082			FSTL4			
28650	chr8	1274656	1274696	+	0	NA	Intergenic	Intergenic	-23849	NR_033895	LOC286083	NR_033895			LOC286083			
566	chr1	16150254	16150300	+	0	NA	Intergenic	Intergenic	-16083	NM_001089591	UQCRHL	NM_001089591			UQCRHL			
19844	chr22	29875977	29876082	+	0	NA	promoter-TSS (NM_021076)	-promoter-TSS (NM_021076)	-152	NM_021076	NEFH	NM_021076			NEFH			
6352	chr12	2903711	2903826	+	0	NA	promoter-TSS (NM_002014)	-promoter-TSS (NM_002014)	-340	NM_002014	FKBP4	NM_002014			FKBP4			
21778	chr3	57706912	57706978	+	0	NA	Intergenic	Intergenic	-28129	NM_152678	FAM116A	NM_152678			FAM116A			
13574	chr18	73099	73158	+	0	NA	Intergenic	Intergenic	-35937	NR_033770	ROCK1P1	NR_033770			ROCK1P1			
7603	chr13	68682132	68682208	+	0	NA	Intergenic	Intergenic	777287	NR_038878	LINC00550	NR_038878			LINC00550			
20910	chr3	138487882	138488003	+	0	NA	Intergenic	Intergenic	-9741	NM_006219	PIK3CB	NM_001256045			PIK3CB			
30770	chr9	139595001	139595174	+	0	NA	Intergenic	Intergenic	-11937	NM_152421	FAM69B	NM_152421			FAM69B			
18014	chr20	20890676	20890731	+	0	NA	Intergenic	Intergenic	-197437	NM_020343	RALGAPA2	NM_020343			RALGAPA2			
4748	chr11	32456322	32456374	+	0	NA	promoter-TSS (NR_023920)	-promoter-TSS (NR_023920)	733	NM_024424	WT1	NM_000378			WT1			
13730	chr18	8912452	8912501	+	0	NA	Intergenic	Intergenic	-190152	NM_021074	NDUFV2	NM_021074			NDUFV2			
18013	chr20	20776730	20776863	+	0	NA	Intergenic	Intergenic	-83530	NM_020343	RALGAPA2	NM_020343			RALGAPA2			
2533	chr1	94399065	94399131	+	0	NA	Intergenic	Intergenic	-24086	NM_002061	GCLM	NM_002061			GCLM			
