,PeakID,Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
26471,16038,chr20,39770197,39770263,+,0,,"intron (NM_182811, intron 1 of 31)","-intron (NM_002660, intron 1 of 31)",4069,NM_002660,PLCG1,NM_182811,,,PLCG1,,,
26472,5453,chr12,130596931,130597088,+,0,,Intergenic,Intergenic,49214,NR_033834,FLJ31485,NR_033834,,,FLJ31485,,,
26473,8326,chr15,63340818,63340953,+,0,,"exon (NM_001018008, exon 1 of 8)","-exon (NM_001018008, exon 1 of 8)",249,NM_001018008,TPM1,NM_001018020,,,TPM1,,,
26474,7166,chr14,103050091,103050189,+,0,,Intergenic,Intergenic,-8856,NM_015156,RCOR1,NM_015156,,,RCOR1,,,
26475,26863,chr9,134132021,134132088,+,0,,Intergenic,Intergenic,19852,NM_033387,FAM78A,NM_033387,,,FAM78A,,,
26476,13197,chr19,4263982,4264114,+,0,,"intron (NM_018074, intron 6 of 7)","-intron (NM_018074, intron 6 of 7)",-14550,NM_020209,SHD,NM_020209,,,SHD,,,
26477,9873,chr16,85286285,85286398,+,0,,Intergenic,Intergenic,-30223,NR_038859,LINC00311,NR_038859,,,LINC00311,,,
26478,14244,chr2,11778988,11779111,+,0,,"intron (NM_014668, intron 32 of 32)","-intron (NM_014668, intron 32 of 32)",31280,NM_012344,NTSR2,NM_012344,,,NTSR2,,,
26479,4230,chr11,33631184,33631247,+,0,,"intron (NM_012194, intron 13 of 19)","-intron (NM_012194, intron 13 of 19)",67338,NM_012194,C11orf41,NM_012194,,,C11orf41,,,
26480,14420,chr2,131085507,131085605,+,0,,Intergenic,Intergenic,14366,NM_032357,CCDC115,NM_032357,,,CCDC115,,,
26481,14266,chr2,119615141,119615224,+,0,,Intergenic,Intergenic,-9423,NM_001426,EN1,NM_001426,,,EN1,,,
26482,5247,chr12,120049892,120049958,+,0,,"intron (NM_001136534, intron 1 of 2)","-intron (NM_001136534, intron 1 of 2)",18661,NM_001136534,TMEM233,NM_001136534,,,TMEM233,,,
26483,24191,chr7,155866872,155866949,+,0,,Intergenic,Intergenic,-261943,NM_000193,SHH,NM_000193,,,SHH,,,
26484,28328,chrX,25832647,25832713,+,0,,Intergenic,Intergenic,-323780,NM_173699,MAGEB18,NM_173699,,,MAGEB18,,,
26485,2352,chr10,126138937,126139048,+,0,,promoter-TSS (NM_001146340),-promoter-TSS (NM_001146340),-442,NM_001146340,NKX1-2,NM_001146340,,,NKX1-2,,,
26486,27024,chr9,137384909,137385008,+,0,,Intergenic,Intergenic,113701,NR_039816,MIR4669,NR_039816,,,MIR4669,,,
26487,6754,chr13,28494058,28494100,+,0,,promoter-TSS (NM_000209),-promoter-TSS (NM_000209),-89,NM_000209,PDX1,NM_000209,,,PDX1,,,
26488,17995,chr3,10049375,10049498,+,0,,"intron (NM_001008737, intron 3 of 3)","-intron (NM_001008737, intron 3 of 3)",3343,NM_001008737,LOC401052,NM_001008737,,,LOC401052,,,
26489,23110,chr6,31909440,31909548,+,0,,"intron (NM_001178063, intron 5 of 13)","-intron (NM_000063_6, intron 9 of 17)",-4227,NM_001710_5,CFB,NM_001710_1,,,CFB,,,
26490,12544,chr19,20204777,20204843,+,0,,"intron (NM_007138, intron 1 of 3)","-intron (NM_007138, intron 1 of 3)",16007,NM_007138,ZNF90,NM_007138,,,ZNF90,,,
26491,18865,chr3,38980217,38980350,+,0,,"intron (NM_014139, intron 3 of 25)","-intron (NM_014139, intron 3 of 25)",11769,NM_014139,SCN11A,NM_014139,,,SCN11A,,,
26492,27923,chrX,102359493,102359538,+,0,,Intergenic,Intergenic,-11493,NM_022052,NXF3,NM_022052,,,NXF3,,,
26493,26139,chr8,47866829,47866885,+,0,,Intergenic,Intergenic,114349,NR_027012,LINC00293,NR_027013,,,LINC00293,,,
26494,9555,chr16,6004332,6004371,+,0,,Intergenic,Intergenic,-64781,NM_001142333,RBFOX1,NM_001142333,,,RBFOX1,,,
26495,18394,chr3,147137328,147137371,+,0,,Intergenic,Intergenic,10168,NM_003412,ZIC1,NM_003412,,,ZIC1,,,
26496,3943,chr11,18142911,18142987,+,0,,"intron (NM_054031, intron 1 of 2)","-intron (NM_054031, intron 1 of 2)",447,NM_054031,MRGPRX3,NM_054031,,,MRGPRX3,,,
26497,9816,chr16,81238175,81238260,+,0,,"intron (NM_052892, intron 5 of 42)","-intron (NM_001076780, intron 5 of 17)",15758,NM_001076780,PKD1L2,NM_001076780,,,PKD1L2,,,
26498,22198,chr5,6543321,6543361,+,0,,Intergenic,Intergenic,-38946,NR_024423,LOC255167,NR_024424,,,LOC255167,,,
26499,3823,chr11,134237850,134237921,+,0,,"intron (NM_138342, intron 9 of 19)","-intron (NM_138342, intron 9 of 19)",36117,NM_138342,GLB1L2,NM_138342,,,GLB1L2,,,
26500,17474,chr22,39148300,39148371,+,0,,"intron (NM_015374, intron 2 of 17)","-intron (NM_001199579, intron 2 of 17)",3132,NM_001199580,SUN2,NM_015374,,,SUN2,,,
26501,13603,chr19,52351210,52351325,+,0,,Intergenic,Intergenic,39922,NR_024181,ZNF577,NM_032679,,,ZNF577,,,
26502,1352,chr1,2988550,2988602,+,0,,"intron (NM_199454, intron 1 of 16)","-intron (NM_022114, intron 1 of 16)",2834,NM_022114,PRDM16,NM_199454,,,PRDM16,,,
26503,13481,chr19,50456376,50456452,+,0,,"intron (NM_001135163, intron 7 of 9)","-intron (NM_001135163, intron 7 of 9)",8015,NM_001135163,SIGLEC11,NM_001135163,,,SIGLEC11,,,
26504,645,chr1,1859449,1859541,+,0,,Intergenic,Intergenic,-8755,NM_178545,TMEM52,NM_178545,,,TMEM52,,,
26505,1931,chr1,7448221,7448352,+,0,,"intron (NM_015215, intron 5 of 22)","-intron (NM_015215, intron 5 of 22)",-383043,NM_004781,VAMP3,NM_004781,,,VAMP3,,,
26506,19248,chr3,96703940,96704042,+,0,,"intron (NM_001080448, intron 2 of 17)","-intron (NM_001080448, intron 2 of 17)",170566,NM_001080448,EPHA6,NM_173655,,,EPHA6,,,
26507,1202,chr1,24741910,24741974,+,0,,promoter-TSS (NM_001199012),-promoter-TSS (NM_001199012),-303,NM_020448,NIPAL3,NM_020448,,,NIPAL3,,,
26508,11299,chr17,76441859,76441972,+,0,,"intron (NM_173628, intron 69 of 80)","-intron (NM_173628, intron 69 of 80)",67180,NM_024419,PGS1,NM_024419,,,PGS1,,,
26509,20922,chr5,12794801,12794877,+,0,,"intron (NR_033383, intron 3 of 3)","-intron (NR_033383, intron 3 of 3)",219870,NR_033383,TAG,NR_033383,,,TAG,,,
26510,3577,chr11,1159316,1159437,+,0,,Intergenic,Intergenic,84501,NM_002457,MUC2,NM_002457,,,MUC2,,,
26511,10596,chr17,36286484,36286613,+,0,,"intron (NM_032258_1, intron 3 of 13)","-intron (NM_001123391_1, intron 3 of 13)",2588,NM_001123391_1,TBC1D3,NM_001123391,,,TBC1D3,,,
26512,7439,chr14,20684521,20684590,+,0,,Intergenic,Intergenic,-7314,NM_001004480,OR11H6,NM_001004480,,,OR11H6,,,
26513,9715,chr16,75019494,75019555,+,0,,promoter-TSS (NM_030581),-promoter-TSS (NM_030581),-507,NM_030581,WDR59,NM_030581,,,WDR59,,,
26514,547,chr1,173882863,173882916,+,0,,"intron (NM_000488, intron 2 of 6)","-intron (NM_000488, intron 2 of 6)",3627,NM_000488,SERPINC1,NM_000488,,,SERPINC1,,,
26515,10382,chr17,21496134,21496193,+,0,,Intergenic,Intergenic,-41222,NM_001113434,C17orf51,NM_001113434,,,C17orf51,,,
26516,24861,chr7,62573344,62573385,+,0,,Intergenic,Intergenic,191070,NR_003952,LOC643955,NR_003952,,,LOC643955,,,
26517,4361,chr11,4922482,4922599,+,0,,Intergenic,Intergenic,-6060,NM_001004749,OR51A7,NM_001004749,,,OR51A7,,,
26518,12180,chr19,1295764,1295829,+,0,,"exon (NM_001405, exon 2 of 4)","-exon (NM_001405, exon 2 of 4)",9643,NM_001405,EFNA2,NM_001405,,,EFNA2,,,
26519,21554,chr5,177717484,177717571,+,0,,"intron (NM_173465, intron 3 of 28)","-intron (NM_173465, intron 3 of 28)",-57724,NM_153373,AGXT2L2,NM_153373,,,AGXT2L2,,,
26520,25931,chr8,22456061,22456120,+,0,,TTS (NM_176871),-TTS (NM_176871),-1024,NM_001013842,C8orf58,NM_001198827,,,C8orf58,,,
26521,647,chr1,18608683,18608792,+,0,,"intron (NM_032880, intron 2 of 9)","-intron (NM_032880, intron 2 of 9)",174497,NM_032880,IGSF21,NM_032880,,,IGSF21,,,
26522,28281,chrX,19128661,19128727,+,0,,"intron (NM_005756, intron 1 of 28)","-intron (NM_001079858, intron 1 of 28)",12061,NM_005756,GPR64,NM_001079860,,,GPR64,,,
26523,19789,chr4,182772027,182772129,+,0,,Intergenic,Intergenic,293590,NR_027107,MGC45800,NR_027107,,,MGC45800,,,
26524,7881,chr14,94393655,94393706,+,0,,promoter-TSS (NM_001207072),-promoter-TSS (NM_001207072),-8,NM_001207074,FAM181A,NM_001207071,,,FAM181A,,,
26525,21348,chr5,170742887,170742973,+,0,,Intergenic,Intergenic,6642,NM_021025,TLX3,NM_021025,,,TLX3,,,
26526,2320,chr10,124908274,124908325,+,0,,"intron (NM_005519, intron 1 of 1)","-intron (NM_005519, intron 1 of 1)",661,NM_005519,HMX2,NM_005519,,,HMX2,,,
26527,23265,chr6,41339472,41339546,+,0,,Intergenic,Intergenic,35981,NM_001199510,NCR2,NM_004828,,,NCR2,,,
26528,12198,chr19,13155767,13155859,+,0,,"intron (NM_002501, intron 2 of 9)","-intron (NM_002501, intron 2 of 9)",49229,NM_002501,NFIX,NM_002501,,,NFIX,,,
26529,12989,chr19,37485798,37485846,+,0,,"intron (NM_001204839, intron 8 of 8)","-intron (NM_001204838, intron 9 of 9)",78591,NM_001204838,ZNF568,NM_198539,,,ZNF568,,,
26530,19306,chr4,111543224,111543264,+,0,,"intron (NM_153427, intron 3 of 4)","-intron (NM_000325, intron 1 of 2)",1010,NM_000325,PITX2,NM_001204397,,,PITX2,,,
26531,25294,chr8,11823209,11823263,+,0,,Intergenic,Intergenic,8872,NM_001033018,DEFB136,NM_001033018,,,DEFB136,,,
26532,17227,chr22,22511345,22511501,+,0,,Intergenic,Intergenic,-87777,NM_007128,VPREB1,NM_007128,,,VPREB1,,,
26533,12484,chr19,18901783,18901821,+,0,,"intron (NM_000095, intron 1 of 18)","-intron (NM_000095, intron 1 of 18)",312,NM_000095,COMP,NM_000095,,,COMP,,,
26534,26943,chr9,136150973,136151026,+,0,,promoter-TSS (NM_020469),-promoter-TSS (NM_020469),-369,NM_020469,ABO,NM_020469,,,ABO,,,
26535,6046,chr12,50355106,50355162,+,0,,promoter-TSS (NM_001651),-promoter-TSS (NM_001651),-145,NM_001651,AQP5,NM_001651,,,AQP5,,,
26536,3068,chr10,48456111,48456241,+,0,,Intergenic,Intergenic,-17038,NM_004962,GDF10,NM_004962,,,GDF10,,,
26537,19064,chr3,62692713,62692781,+,0,,"intron (NM_183394, intron 3 of 27)","-intron (NM_003716, intron 3 of 29)",168317,NM_183394,CADPS,NM_003716,,,CADPS,,,
26538,1765,chr1,48497977,48498041,+,0,,Intergenic,Intergenic,-35447,NM_001194986,LOC388630,NM_001194986,,,LOC388630,,,
26539,19272,chr4,104524502,104524597,+,0,,"intron (NM_001059, intron 3 of 4)","-intron (NM_001059, intron 3 of 4)",116424,NM_001059,TACR3,NM_001059,,,TACR3,,,
26540,15714,chr2,95660051,95660092,+,0,,Intergenic,Intergenic,-31408,NM_002371,MAL,NM_022440,,,MAL,,,
26541,4538,chr11,64879666,64879713,+,0,,TTS (NM_013265),-TTS (NM_013265),348,NM_003273,TM7SF2,NM_003273,,,TM7SF2,,,
26542,9392,chr16,48844758,48844860,+,0,,Intergenic,Intergenic,-200689,NM_153029,N4BP1,NM_153029,,,N4BP1,,,
26543,2140,chr10,104176285,104176355,+,0,,"exon (NM_002779, exon 2 of 17)","-exon (NM_002779, exon 2 of 17)",2581,NM_002779,PSD,NM_002779,,,PSD,,,
26544,16021,chr20,37359167,37359267,+,0,,Intergenic,Intergenic,6112,NM_080552,SLC32A1,NM_080552,,,SLC32A1,,,
26545,26101,chr8,43399957,43400007,+,0,,Intergenic,Intergenic,252397,NM_001002920,POTEA,NM_001002920,,,POTEA,,,
26546,6201,chr12,6665547,6665663,+,0,,promoter-TSS (NM_001039670),-promoter-TSS (NM_001039670),-356,NM_080730,IFFO1,NM_080730,,,IFFO1,,,
26547,7237,chr14,104692948,104693057,+,0,,Intergenic,Intergenic,87942,NM_015656,KIF26A,NM_015656,,,KIF26A,,,
26548,12054,chr18,9679352,9679397,+,0,,Intergenic,Intergenic,-28854,NM_006868,RAB31,NM_006868,,,RAB31,,,
26549,3303,chr10,80520652,80520747,+,0,,Intergenic,Intergenic,306506,NR_015429,LOC283050,NR_024431,,,LOC283050,,,
26550,8786,chr16,1079259,1079363,+,0,,Intergenic,Intergenic,-43445,NM_001172560,SSTR5,NM_001053,,,SSTR5,,,
26551,23751,chr7,1274741,1274779,+,0,,"intron (NM_001080461, intron 2 of 2)","-intron (NM_001080461, intron 2 of 2)",2106,NM_001080461,UNCX,NM_001080461,,,UNCX,,,
26552,5716,chr12,14691710,14691815,+,0,,"intron (NM_024829, intron 4 of 10)","-intron (NM_024829, intron 4 of 10)",29029,NM_024829,PLBD1,NM_024829,,,PLBD1,,,
26553,1097,chr1,2358759,2358839,+,0,,Intergenic,Intergenic,-14789,NM_153818,PEX10,NM_153818,,,PEX10,,,
26554,15016,chr2,233498962,233499022,+,0,,"intron (NM_025202, intron 1 of 3)","-intron (NM_001243252, intron 1 of 3)",785,NM_025202,EFHD1,NM_025202,,,EFHD1,,,
26555,15267,chr2,27305518,27305557,+,0,,"exon (NM_007046, exon 4 of 8)","-exon (NM_007046, exon 4 of 8)",-4074,NM_006488,KHK,NM_000221,,,KHK,,,
26556,14836,chr2,211259307,211259373,+,0,,Intergenic,Intergenic,-79445,NM_079420,MYL1,NM_079422,,,MYL1,,,
26557,5925,chr12,39535356,39535415,+,0,,Intergenic,Intergenic,-235965,NM_153634,CPNE8,NM_153634,,,CPNE8,,,
26558,13612,chr19,52681704,52681770,+,0,,Intergenic,Intergenic,-6841,NM_001102657,ZNF836,NM_001102657,,,ZNF836,,,
26559,25713,chr8,144296858,144296999,+,0,,"exon (NM_178172, exon 3 of 4)","-exon (NM_178172, exon 3 of 4)",1860,NM_178172,GPIHBP1,NM_178172,,,GPIHBP1,,,
26560,5843,chr12,33836618,33836750,+,0,,Intergenic,Intergenic,-243930,NM_198992,SYT10,NM_198992,,,SYT10,,,
26561,12093,chr19,10590678,10590807,+,0,,Intergenic,Intergenic,22739,NM_012289,KEAP1,NM_012289,,,KEAP1,,,
26562,14194,chr2,10953855,10953921,+,0,,promoter-TSS (NM_005742),-promoter-TSS (NM_005742),-928,NM_005742,PDIA6,NM_005742,,,PDIA6,,,
26563,25899,chr8,21427455,21427517,+,0,,Intergenic,Intergenic,218860,NM_001495,GFRA2,NM_001165038,,,GFRA2,,,
26564,14358,chr2,129063212,129063271,+,0,,"intron (NM_004807, intron 1 of 1)","-intron (NM_004807, intron 1 of 1)",12930,NM_004807,HS6ST1,NM_004807,,,HS6ST1,,,
26565,23310,chr6,43253098,43253152,+,0,,"exon (NM_032538, exon 15 of 15)","-exon (NM_032538, exon 15 of 15)",-12873,NM_153320,SLC22A7,NM_153320,,,SLC22A7,,,
26566,20406,chr4,650611,650682,+,0,,"intron (NM_001145292, intron 6 of 19)","-intron (NM_000283, intron 8 of 21)",3680,NM_001145292,PDE6B,NM_001145291,,,PDE6B,,,
26567,3983,chr11,1995559,1995604,+,0,,Intergenic,Intergenic,15569,NR_024471,MRPL23-AS1,NR_024471,,,MRPL23-AS1,,,
26568,18506,chr3,163973885,163973951,+,0,,Intergenic,Intergenic,822365,NM_001041,SI,NM_001041,,,SI,,,
26569,27938,chrX,103499597,103499649,+,0,,promoter-TSS (NM_153448),-promoter-TSS (NM_153448),-24,NM_153448,ESX1,NM_153448,,,ESX1,,,
26570,11693,chr18,14010735,14010799,+,0,,Intergenic,Intergenic,-95232,NM_000529,MC2R,NM_000529,,,MC2R,,,
26571,2356,chr10,126254696,126254768,+,0,,"intron (NM_022126, intron 6 of 6)","-intron (NM_001167880, intron 5 of 5)",104391,NM_001167880,LHPP,NM_022126,,,LHPP,,,
26572,10985,chr17,6311955,6312010,+,0,,Intergenic,Intergenic,26537,NM_001033054,AIPL1,NM_014336,,,AIPL1,,,
26573,15706,chr2,95522728,95522825,+,0,,promoter-TSS (NR_003366),-promoter-TSS (NR_003366),44,NR_003366,ANKRD20A8P,NR_003366,,,ANKRD20A8P,,,
26574,20447,chr4,7257384,7257538,+,0,,"intron (NM_020777, intron 1 of 26)","-intron (NM_020777, intron 1 of 26)",-54716,NR_039961,MIR4798,NR_039961,,,MIR4798,,,
26575,7878,chr14,94255200,94255247,+,0,,promoter-TSS (NM_178013),-promoter-TSS (NM_178013),-457,NM_178013,PRIMA1,NM_178013,,,PRIMA1,,,
26576,23136,chr6,33354571,33354636,+,0,,Intergenic,Intergenic,-4710,NM_002263_1,KIFC1,NM_002263,,,KIFC1,,,
26577,5760,chr12,22267939,22268005,+,0,,Intergenic,Intergenic,68813,NM_018686,CMAS,NM_018686,,,CMAS,,,
26578,27665,chr9,77321342,77321460,+,0,,Intergenic,Intergenic,180862,NM_001177311,TRPM6,NM_001177311,,,TRPM6,,,
26579,22587,chr6,15244947,15245032,+,0,,Intergenic,Intergenic,-1538,NM_004973,JARID2,NM_004973,,,JARID2,,,
26580,12918,chr19,35886922,35887022,+,0,,Intergenic,Intergenic,-9537,NR_040046,LOC100128682,NR_040046,,,LOC100128682,,,
26581,15443,chr2,52076229,52076313,+,0,,Intergenic,Intergenic,-816597,NM_001135659,NRXN1,NM_004801,,,NRXN1,,,
26582,1985,chr1,872336,872384,+,0,,"intron (NM_152486, intron 5 of 13)","-intron (NM_152486, intron 5 of 13)",11239,NM_152486,SAMD11,NM_152486,,,SAMD11,,,
26583,12933,chr19,36246740,36246779,+,0,,"exon (NM_144617, exon 2 of 3)","-exon (NM_144617, exon 2 of 3)",1171,NM_144617,HSPB6,NM_144617,,,HSPB6,,,
26584,25333,chr8,124845997,124846099,+,0,,Intergenic,Intergenic,-18179,NM_001039112,FER1L6,NM_001039112,,,FER1L6,,,
26585,22032,chr5,42711691,42711735,+,0,,"intron (NM_001242462, intron 6 of 7)","-intron (NM_000163, intron 7 of 9)",-45207,NM_001134848,CCDC152,NM_001134848,,,CCDC152,,,
26586,15769,chr20,15788678,15788830,+,0,,"intron (NM_080676, intron 8 of 16)","-intron (NM_001033087, intron 4 of 13)",611250,NM_001033087,MACROD2,NM_001033087,,,MACROD2,,,
26587,2318,chr10,124892910,124892965,+,0,,Intergenic,Intergenic,-2630,NM_001105574,HMX3,NM_001105574,,,HMX3,,,
26588,3183,chr10,66845536,66845652,+,0,,Intergenic,Intergenic,260309,NR_001446,ANXA2P3,NR_001446,,,ANXA2P3,,,
26589,7801,chr14,84556898,84556973,+,0,,Intergenic,Intergenic,-1439553,NM_013231,FLRT2,NM_013231,,,FLRT2,,,
26590,28018,chrX,1239724,1239855,+,0,,Intergenic,Intergenic,91738,NM_001012288,CRLF2,NM_022148_1,,,CRLF2,,,
26591,24402,chr7,158824109,158824166,+,0,,"intron (NM_003382, intron 12 of 12)","-intron (NM_003382, intron 12 of 12)",23092,NR_024394,LOC154822,NR_024394,,,LOC154822,,,
26592,15969,chr20,34293442,34293546,+,0,,"intron (NR_040724, intron 15 of 17)","-intron (NM_001242599, intron 13 of 15)",-6207,NM_001198989,NFS1,NR_037570,,,NFS1,,,
26593,18484,chr3,161769713,161769828,+,0,,Intergenic,Intergenic,555174,NM_001080440,OTOL1,NM_001080440,,,OTOL1,,,
26594,5998,chr12,48340287,48340371,+,0,,Intergenic,Intergenic,-17001,NM_024056,TMEM106C,NM_001143841,,,TMEM106C,,,
26595,11521,chr17,79622994,79623040,+,0,,"intron (NM_002602, intron 1 of 3)","-intron (NM_002602, intron 1 of 3)",590,NM_002602,PDE6G,NM_002602,,,PDE6G,,,
26596,25248,chr8,114588054,114588175,+,0,,Intergenic,Intergenic,-138872,NM_052900,CSMD3,NM_052900,,,CSMD3,,,
26597,1354,chr1,3003240,3003321,+,0,,"intron (NM_199454, intron 1 of 16)","-intron (NM_022114, intron 1 of 16)",17538,NM_022114,PRDM16,NM_199454,,,PRDM16,,,
26598,22304,chr5,86795600,86795650,+,0,,Intergenic,Intergenic,-86775,NM_001239,CCNH,NM_001239,,,CCNH,,,
26599,13081,chr19,39703683,39703767,+,0,,Intergenic,Intergenic,-8819,NM_001080468,SYCN,NM_001080468,,,SYCN,,,
26600,2929,chr10,35897190,35897228,+,0,,"exon (NM_153368, exon 2 of 2)","-exon (NM_153368, exon 2 of 2)",2871,NM_153368,GJD4,NM_153368,,,GJD4,,,
26601,20737,chr5,105140452,105140573,+,0,,Intergenic,Intergenic,705337,NR_000039,RAB9BP1,NR_000039,,,RAB9BP1,,,
26602,9799,chr16,800341,800394,+,0,,Intergenic,Intergenic,-9370,NM_022493,NARFL,NM_022493,,,NARFL,,,
26603,15130,chr2,240659216,240659259,+,0,,Intergenic,Intergenic,-25317,NR_037808,LOC150935,NR_037808,,,LOC150935,,,
26604,2249,chr10,119294504,119294557,+,0,,"intron (NR_002791, intron 2 of 3)","-intron (NR_002791, intron 2 of 3)",-7426,NM_004098,EMX2,NM_001165924,,,EMX2,,,
26605,15599,chr2,74779512,74779627,+,0,,"exon (NM_032603, exon 2 of 14)","-exon (NM_032603, exon 2 of 14)",1493,NM_032603,LOXL3,NM_032603,,,LOXL3,,,
26606,25158,chr8,1078073,1078158,+,0,,Intergenic,Intergenic,172712,NR_033895,LOC286083,NR_033895,,,LOC286083,,,
26607,22908,chr6,17213083,17213146,+,0,,Intergenic,Intergenic,-68695,NM_001143942,RBM24,NM_001143941,,,RBM24,,,
26608,8748,chr16,1030154,1030227,+,0,,"intron (NR_036442, intron 1 of 3)","-intron (NR_033645, intron 1 of 11)",1128,NR_036442,LMF1,NM_022773,,,LMF1,,,
26609,12679,chr19,2642996,2643058,+,0,,"intron (NM_052847, intron 2 of 4)","-intron (NM_052847, intron 2 of 4)",59719,NM_052847,GNG7,NM_052847,,,GNG7,,,
26610,26337,chr8,703222,703297,+,0,,Intergenic,Intergenic,-22033,NM_207332,ERICH1,NM_207332,,,ERICH1,,,
26611,18609,chr3,183723860,183723962,+,0,,"intron (NM_005688, intron 2 of 29)","-intron (NM_001023587, intron 2 of 6)",11816,NM_001023587,ABCC5,NM_005688,,,ABCC5,,,
26612,8775,chr16,1066330,1066457,+,0,,Intergenic,Intergenic,34585,NM_014587,SOX8,NM_014587,,,SOX8,,,
26613,14115,chr2,101437472,101437605,+,0,,"intron (NM_002518, intron 1 of 20)","-intron (NM_002518, intron 1 of 20)",925,NM_002518,NPAS2,NM_002518,,,NPAS2,,,
26614,20287,chr4,53524,53648,+,0,,"intron (NM_182524, intron 1 of 5)","-intron (NM_001039127, intron 1 of 3)",309,NM_001039127,ZNF718,NM_001039127,,,ZNF718,,,
26615,13511,chr19,50857318,50857429,+,0,,Intergenic,Intergenic,-9368,NR_002798,NAPSB,NR_002798,,,NAPSB,,,
26616,11986,chr18,76708362,76708411,+,0,,Intergenic,Intergenic,-31889,NM_171999,SALL3,NM_171999,,,SALL3,,,
26617,9954,chr16,87698915,87698989,+,0,,"intron (NM_020655, intron 2 of 4)","-intron (NM_020655, intron 2 of 4)",62453,NM_020655,JPH3,NM_020655,,,JPH3,,,
26618,14000,chr19,7986186,7986310,+,0,,"intron (NR_030717, intron 1 of 4)","-intron (NM_003083, intron 1 of 4)",381,NR_030717,SNAPC2,NM_003083,,,SNAPC2,,,
26619,6291,chr12,8001448,8001542,+,0,,"intron (NM_153449, intron 3 of 11)","-intron (NM_153449, intron 3 of 11)",24000,NM_153449,SLC2A14,NM_153449,,,SLC2A14,,,
26620,26586,chr9,101470909,101470988,+,0,,"exon (NM_005458, exon 1 of 19)","-exon (NM_005458, exon 1 of 19)",531,NM_005458,GABBR2,NM_005458,,,GABBR2,,,
26621,28440,chrX,43808932,43809084,+,0,,"exon (NM_000266, exon 3 of 3)","-exon (NM_000266, exon 3 of 3)",23913,NM_000266,NDP,NM_000266,,,NDP,,,
26622,7424,chr14,107221110,107221257,+,0,,Intergenic,Intergenic,282728,NR_027457,LINC00221,NR_027457,,,LINC00221,,,
26623,5253,chr12,120375767,120375878,+,0,,Intergenic,Intergenic,-51826,NM_207311,CCDC64,NM_207311,,,CCDC64,,,
26624,27861,chr9,96329392,96329442,+,0,,Intergenic,Intergenic,-9492,NM_005392,PHF2,NM_005392,,,PHF2,,,
26625,16946,chr21,45573570,45573630,+,0,,Intergenic,Intergenic,20106,NM_198155,C21orf33,NM_004649,,,C21orf33,,,
26626,11749,chr18,34941863,34942003,+,0,,"intron (NM_020180, intron 2 of 12)","-intron (NM_001025087, intron 2 of 12)",204067,NM_001025089,CELF4,NM_001025087,,,CELF4,,,
26627,12993,chr19,37657383,37657508,+,0,,"intron (NM_199126, intron 2 of 5)","-intron (NM_152655, intron 2 of 5)",5888,NM_199126,ZNF585A,NM_152655,,,ZNF585A,,,
26628,11428,chr17,78424193,78424263,+,0,,Intergenic,Intergenic,26176,NM_002522,NPTX1,NM_002522,,,NPTX1,,,
26629,13154,chr19,41699272,41699318,+,0,,"exon (NM_030622, exon 1 of 9)","-exon (NM_030622, exon 1 of 9)",180,NM_030622,CYP2S1,NM_030622,,,CYP2S1,,,
26630,19507,chr4,147559637,147559686,+,0,,promoter-TSS (NM_004575),-promoter-TSS (NM_004575),-384,NM_004575,POU4F2,NM_004575,,,POU4F2,,,
26631,27972,chrX,113071669,113071709,+,0,,Intergenic,Intergenic,-746862,NM_001256760,HTR2C,NM_001256761,,,HTR2C,,,
26632,10322,chr17,17469734,17469826,+,0,,"intron (NM_148173, intron 2 of 6)","-intron (NM_007169, intron 2 of 6)",10999,NM_148173,PEMT,NM_148172,,,PEMT,,,
26633,24543,chr7,2958057,2958125,+,0,,"intron (NM_032415, intron 19 of 24)","-intron (NM_032415, intron 19 of 24)",-74132,NM_007353,GNA12,NM_007353,,,GNA12,,,
26634,5985,chr12,46663466,46663580,+,0,,promoter-TSS (NM_001077484),-promoter-TSS (NM_001077484),-315,NM_030674,SLC38A1,NM_001077484,,,SLC38A1,,,
26635,17786,chr22,49042541,49042586,+,0,,"intron (NM_015381, intron 2 of 3)","-intron (NM_001082967, intron 2 of 3)",70445,NM_015381,FAM19A5,NM_001082967,,,FAM19A5,,,
26636,8307,chr15,61622289,61622376,+,0,,Intergenic,Intergenic,-100830,NM_134261,RORA,NM_134261,,,RORA,,,
26637,24192,chr7,155867838,155867878,+,0,,Intergenic,Intergenic,-262891,NM_000193,SHH,NM_000193,,,SHH,,,
26638,5109,chr12,113550095,113550147,+,0,,"intron (NM_004658, intron 13 of 21)","-intron (NM_001193520, intron 13 of 21)",23438,NM_001193521,RASAL1,NM_001193520,,,RASAL1,,,
26639,14437,chr2,131792972,131793136,+,0,,"intron (NM_032995, intron 5 of 12)","-intron (NM_015320, intron 5 of 13)",57950,NM_001009993,FAM168B,NM_001009993,,,FAM168B,,,
26640,24053,chr7,150655352,150655489,+,0,,"exon (NM_000238, exon 4 of 15)","-exon (NM_000238, exon 4 of 15)",-2503,NM_172057,KCNH2,NM_172057,,,KCNH2,,,
